CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-15-0722-46,01-641,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BÁSICA Y DIVERSIFICADA,"2ª. AVENIDA 2-99 ZONA 12, COLONIA LAS MARGARITAS",5999-0798,MILTON ALONSO ALVAREZ FUENTES,GLORIA LETICIA CHOC CÚ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0724-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO NACIONAL DE EDUCACION BÁSICA Y DIVERSIFICADA,"3ª. CALLE 15-81 ZONA 4, ASENTAMIENTO MARIO ALIOTO",5588-0045,JUAN ENRIQUE MARTINEZ SOLANO,MAGDALY ANABELY SALAZAR MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0726-46,01-411,GUATEMALA,VILLA NUEVA,"CENTRO EDUCATIVO ""MANUEL GALICH""","4ª. AVENIDA 2-27 COLONIA ETERNA PRIMAVERA, ZONA 4",4156-3207,JUAN ENRIQUE MARTINEZ SOLANO,BENIGNO ISAÍAS DE LEÓN OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0728-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO BILINGÜE GENERACION DE JOSUE,4ª. CALLE 9-20 ZONA 1,5273-1900,JUAN ENRIQUE MARTINEZ SOLANO,CELIA NOHEMI SIRÍN IQUIQUE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0730-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MIXTO LOS ROSALES,5ª. CALLE 7-41 ZONA 1,6631-1112,JUAN ENRIQUE MARTINEZ SOLANO,VIVIAN ANDREA RAMÍREZ GALLARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0732-46,01-641,GUATEMALA,VILLA NUEVA,LICEO MIXTO EVANGÉLICO DE ORDEN DIVINO,"3ª. AVENIDA 25-18, COLONIA VILLA LOBOS I, ZONA 12",5534-7792,MILTON ALONSO ALVAREZ FUENTES,GILMA MAGALY BOLAÑOS POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0734-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO AMOR Y SABIDURIA,"10ª. CALLE 5-05 ZONA 6, RESIDENCIALES CATALINA",6631-1227,JUAN ENRIQUE MARTINEZ SOLANO,EDGAR AMILCAR ESCOBAR VALENZUELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0736-46,01-411,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO PIAGET,"2ª. AVENIDA 4-60 CIUDAD REAL I, ZONA 12",4219-0100,JUAN ENRIQUE MARTINEZ SOLANO,SILVIA ELIZABETH FLORES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0738-46,01-641,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO CRISTIANO JOSUE,"6ª. AVENIDA 0-85, CIUDAD REAL I",2449-4835,MILTON ALONSO ALVAREZ FUENTES,ALEXIA MEROISA RAMIREZ JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0740-46,01-411,GUATEMALA,VILLA NUEVA,"INSTITUTO MIXTO NOCTURNO ""EL ANGEL""",1ª. CALLE 1-63 ZONA 5,5427-9122,JUAN ENRIQUE MARTINEZ SOLANO,CINDY JUDITH GARCIA LOAIZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0742-46,01-411,GUATEMALA,VILLA NUEVA,"LICEO CRISTIANO ""SENDAS NUEVAS""","13ª. AVENIDA A 14-46 ZONA 2, COLONIA SAN RAFAEL RAMIREZ",4149-5662,JUAN ENRIQUE MARTINEZ SOLANO,ESWIN ROLANDO LÓPEZ CATALÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0744-46,01-641,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,"3ª. AVENIDA 24-12, COLONIA VILLA LOBOS I",5244-2919,MILTON ALONSO ALVAREZ FUENTES,BÁRBARA SOFÍA ROSALES QUIJANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0749-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO PRIVADO JUAN GERARDI,"2ª. AVENIDA 1-29 COLONIA BETHANCOURTH, ZONA 4",6631-0390,JUAN ENRIQUE MARTINEZ SOLANO,JENNEVIER BETZABÉ PALACIOS ESPAÑA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0751-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO IMB PC EN LÍNEA (IMB PC ONLINE),"2ª. CALLE 0-20 ZONA 1, KM. 17.9 CARRETERA AL PACIFICO",6626-0200,JUAN ENRIQUE MARTINEZ SOLANO,SANDRA TERESA ROBLES DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR
01-15-0752-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO IMB PC EN LÍNEA (IMB PC ONLINE),"2ª. CALLE 0-20 ZONA 1, KM. 17.9 CARRETERA AL PACIFICO",6626-0200,JUAN ENRIQUE MARTINEZ SOLANO,SANDRA TERESA ROBLES DIAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0754-46,01-411,GUATEMALA,VILLA NUEVA,"COLEGIO MIXTO ""REAL EL VALLE""","12ª. AVENIDA 3-73, ZONA 1",3032-8723,JUAN ENRIQUE MARTINEZ SOLANO,ROSA ELVIRA PÉREZ OCHOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0755-46,01-219,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO FE Y ALEGRIA NO. 22,"6ª. AVENIDA 2-22, CIUDAD PERONIA ZONA 8",4810-0417,DAVID SALOMON MEJIA SAMAYOA,VICTORIA ISABEL XICAY MUJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0756-46,01-213,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MIEL,6ª. CALLE 5-56 RESIDENCIALES CATALINA,6671-7272,MARTHA SUSANA ROBLES CHAVEZ,MALVA DANIELA BARRIOS MINCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0757-46,01-212,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT II,6ª. CALLE 6-58 ZONA 1,6636-4884,HAROLDO ENRIQUE NAVAS PAZ,CARMEN ALCIRA GARCÍA REYES DE CASTAÑÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0759-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLÓGICO MAHANAIM,7ª. CALLE 5-85 ZONA 1,5346-1370,JUAN ENRIQUE MARTINEZ SOLANO,TANIA ELIZABETH BAJÁN CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0762-46,01-411,GUATEMALA,VILLA NUEVA,LICEO LIDERES DEL FUTURO,"10ª. AVENIDA 5-02 ZONA 4, COLONIA LINDA VISTA",6630-6798,JUAN ENRIQUE MARTINEZ SOLANO,JULIA AZUCENA GONZÁLEZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0765-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4ª. AVENIDA 6-40 ZONA 1,6675-9863,JUAN ENRIQUE MARTINEZ SOLANO,CARMEN ALCIRA GARCÍA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0768-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO SAGRADA INFANCIA,"16ª. AVENIDA 7-99 ZONA 4, EL ZARZAL",5417-4382,JUAN ENRIQUE MARTINEZ SOLANO,ROSSMERY RAMIREZ DE LA ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0769-46,01-204,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO FUENTES DEL VALLE,"9ª. AVENIDA B, 19-88, FUENTES DEL VALLE 2, ZONA 5",5019-0290,ALFREDO NOHELI TEMAJ MORALES,DINA LISBETH CAMPOSECO SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0771-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO SEDE EDUCATIVA TECNOLÓGICA SET,"7ª. CALLE A 01-46 ZONA 2, RESIDENCIALES SAN JOSÉ EL PLACER",5612-4792,DORA BEATRIZ BARRIOS CRUZ,MARIO ADOLFO JIMÉNEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0772-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO TERRANOVA II,"1ª. CALLE 7-67 ZONA 5, COLONIA LOS PLANES",4527-2439,DORA BEATRIZ BARRIOS CRUZ,INGRID LEONOR OLIVA GIRÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0776-46,01-216,GUATEMALA,VILLA NUEVA,CENTRO INTEGRAL DE ESTUDIOS EBENEZER PRIMAVERA,"2ª. AVENIDA 4-43, ZONA 4, COLONIA ETERNA PRIMAVERA",5414-7131,ANNY VICTORIA PERDOMO VILLATORO,SILVIA NINETH BRIONES LARIOS DE SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0777-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO INTEGRAL DE ESTUDIOS EBENEZER PRIMAVERA,"2ª. AVENIDA 4-43, ZONA 4, COLONIA ETERNA PRIMAVERA",5414-7131,JUAN ENRIQUE MARTINEZ SOLANO,SILVIA NINETH BRIONES LARIOS DE SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0778-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO RACHMAN,"6ª. AVENIDA 8-46 ZONA 6, RESIDENCIALES CATALINA",5843-0684,MARTHA SUSANA ROBLES CHAVEZ,LIDIA LIZBETH POLANCO AQUINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0779-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO SAGRADA INFANCIA,"16ª. AVENIDA 7-99 ZONA 4, EL ZARZAL",6631-1691,ANNY VICTORIA PERDOMO VILLATORO,ROSSMERY RAMIREZ DE LA ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0786-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLÓGICO GALES NO. 2,5ª. CALLE 3-62 ZONA 1,4183-3189,HAROLDO ENRIQUE NAVAS PAZ,LILIAN YANETH QUEZADA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0787-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLÓGICO GALES NO. 2,5ª. CALLE 3-62 ZONA 1,4183-3189,HAROLDO ENRIQUE NAVAS PAZ,LILIAN YANETH QUEZADA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0788-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLÓGICO GALES NO. 2,5ª. CALLE 3-62 ZONA 1,4183-3189,JUAN ENRIQUE MARTINEZ SOLANO,LILIAN YANETH QUEZADA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0791-46,01-411,GUATEMALA,VILLA NUEVA,LICEO SAN JOSÉ DE LOS OLIVOS,10ª. AVENIDA 6-72 ZONA 3 BARCENAS VILLA NUEVA VILLA NUEVA,5963-6949,JUAN ENRIQUE MARTINEZ SOLANO,THELMA PATRICIA SIPAQUE ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0793-46,01-411,GUATEMALA,VILLA NUEVA,LICEO SAN JOSÉ DE LOS OLIVOS,10ª. AVENIDA 6-72 ZONA 3 BARCENAS VILLA NUEVA VILLA NUEVA,5963-6949,JUAN ENRIQUE MARTINEZ SOLANO,THELMA PATRICIA SIPAQUE ORTÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0795-46,01-213,GUATEMALA,VILLA NUEVA,"COLEGIO ENSEÑAR Y JUGAR ""TEACH AND PLAY""","18ª. AVENIDA A 1-58 ZONA 3 RESIDENCIALES ALAMEDAS DE SANTA CLARA SECTOR LAS MARGARITAS VILLA NUEVA, GUATEMALA",6645-6128,MARTHA SUSANA ROBLES CHAVEZ,SUSANA ALMA DALILA ARREOLA AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0798-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO AMEYALI SCHOOL,4ª. AVENIDA 2-57 ZONA 4 COLONIA VENECIA 2 VILLA NUEVA,5945-5227,HAROLDO ENRIQUE NAVAS PAZ,ANA PATRICIA MANCILLA DE LA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR
01-15-0800-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO TERCER MILENIO,9NA. CALLE 5-97 COLONIA VILLA DE LAS ROSAS ZONA 2 SAN JOSE VILLA NUEVA,4523-0000,MARTHA SUSANA ROBLES CHAVEZ,BRENDA ELIZABETH SALAZAR CALLEJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR
01-15-0801-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO TERCER MILENIO,9NA. CALLE 5-97 COLONIA VILLA DE LAS ROSAS ZONA 2 SAN JOSE VILLA NUEVA,4523-0000,MARTHA SUSANA ROBLES CHAVEZ,BRENDA ELIZABETH SALAZAR CALLEJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR
01-15-0803-46,01-641,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,"3ª. AVENIDA 25-48 ZONA 12, COLONIA VILLA LOBOS 1, VILLA NUEVA",5244-2919,MILTON ALONSO ALVAREZ FUENTES,BÁRBARA SOFÍA ROSALES QUIJANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0807-46,01-221,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO BENEK,1ª. CALLE A 9-71 ZONA 3 BARCENAS VILLA NUEVA,4433-0305,ARGELIA DE JESUS ACOSTA SOZA,HEIDI YESSENIA GRAMAJO GONZÁLEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-0808-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO BENEK,1ª. CALLE A 9-71 ZONA 3 BARCENAS VILLA NUEVA,4433-0305,JUAN ENRIQUE MARTINEZ SOLANO,HEIDI YESSENIA GRAMAJO GONZÁLEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-15-0809-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO BENEK,1ª. CALLE A 9-71 ZONA 3 BARCENAS VILLA NUEVA,4433-0305,JUAN ENRIQUE MARTINEZ SOLANO,HEIDI YESSENIA GRAMAJO GONZÁLEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA SUR
01-15-2072-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO NUESTRA PATRIA,3ª. CALLE 3-78 ZONA 1,6672-3576,HECTOR RAUL ESCUN VIDES,JOSÉ MARIO ORTIZ DÁVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-2073-46,01-214,GUATEMALA,VILLA NUEVA,LICEO JAVIER,"CALZADA AGUILAR BATRES, 38-51 ZONA 12",2324-5999,HECTOR RAUL ESCUN VIDES,ROBERTO WALDEMAR MIRANDA ROMÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-2074-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO MONTE MARIA,"CALZADA AGUILAR BATRES 39-75, ZONA 12",2416-1216,HECTOR RAUL ESCUN VIDES,ALEJANDRA JEREZ ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-2076-46,01-214,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION,3ª. AVENIDA . 5-34 ZONA 1,4234-6456,HECTOR RAUL ESCUN VIDES,MARIA ANTONIETA ESCOBAR PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-2077-46,01-215,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,2ª CALLE 2-43 ZONA 1,6636-4010,DORA BEATRIZ BARRIOS CRUZ,EMILCEN LISSETTE NICOLAS OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-2737-46,01-212,GUATEMALA,VILLA NUEVA,LICEO VALLE DEL SOL,4ª CALLE 10-69 ZONA 1,6626-0814,HAROLDO ENRIQUE NAVAS PAZ,FRANCISCO ARNOLDO LUCERO SILIEZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-3043-46,01-212,GUATEMALA,VILLA NUEVA,CENTRO DE ESTUDIOS DE INFORMÁTICA COMPUTACIÓN Y TECNOLOGÍA,9ª. AVENIDA A 1-32 ZONA 1 VILLA NUEVA,6636-5889,HAROLDO ENRIQUE NAVAS PAZ,OSCAR AGUSTÍN RODRÍGUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-3090-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO LICEO MARQUENSE,"13ª. AVENIDA 22-55 ZONA 12, COLONIA VILLA LOBOS I",5455-5951,JUAN ENRIQUE MARTINEZ SOLANO,AXEL FENRIS ZAVALA RAMOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),GUATEMALA SUR
01-15-3092-46,01-212,GUATEMALA,VILLA NUEVA,INSTITUTO PROFESIONAL DE COMPUTACIÓN,7ª CALLE 3-40 ZONA 1,6206-2259,HAROLDO ENRIQUE NAVAS PAZ,JORGE LUIS CONTRERAS MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-6187-46,01-213,GUATEMALA,VILLA NUEVA,CENTRO CRISTIANO EDUCACIONAL VIDA S.A,SAN ANTONIO EL FRUTAL ZONA 6,6635-6712,MARTHA SUSANA ROBLES CHAVEZ,ISIS SAMANDA BARILLAS GUZMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-7065-46,01-411,GUATEMALA,VILLA NUEVA,"LICEO MIXTO CRISTIANO ""PIAGET""","2ª. AVENIDA . 4-60 ZONA 12, CIUDAD REAL I",4219-0100,JUAN ENRIQUE MARTINEZ SOLANO,SILVIA ELIZABETH FLORES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7072-46,01-221,GUATEMALA,VILLA NUEVA,"CENTRO EDUCATIVO INTEGRAL MIXTO ""FUENTE DE SAN JOSE"" FSJ",LOTE 39 COLONIA JACARANDA,6661-9815,ARGELIA DE JESUS ACOSTA SOZA,JULIO ARMANDO CAR ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-7077-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO INTEGRAL MIXTO FUENTE DE SAN JOSE FSJ,LOTE 39 COLONIA JACARANDA,6629-9125,JUAN ENRIQUE MARTINEZ SOLANO,JULIO ARMANDO CAR ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7090-46,01-213,GUATEMALA,VILLA NUEVA,LICEO MIXTO EN COMPUTACIÓN MIRALVALLE,1ª. A 2-09 ZONA 2,6630-0484,MARTHA SUSANA ROBLES CHAVEZ,EDMY LIDUVINA MARTINEZ CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-7133-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO MARTA MARIA,3ª. CALLE 9-98 ZONA 1,6631-0065,MARTHA SUSANA ROBLES CHAVEZ,ARELIS YOJANA GODINEZ MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-7226-46,01-411,GUATEMALA,VILLA NUEVA,"COLEGIO ""AMOR Y SABIDURIA""",10ª CALLE 5-05 RESIDENCIALES CATALINA ZONA 6,6631-2601,JUAN ENRIQUE MARTINEZ SOLANO,EDGAR AMILCAR ESCOBAR VALENZUELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7911-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO RUBEN DARIO,6ª. CALLE 11-49 ZONA 3 ALDEA BARCENA,5141-7885,DORA BEATRIZ BARRIOS CRUZ,IRIS ADILIA GONZALEZ ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-8133-46,01-215,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,2ª. CALLE 2-43 ZONA 1,6636-4010,DORA BEATRIZ BARRIOS CRUZ,EMILCEN LISSETTE NICOLAS OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),GUATEMALA SUR
01-15-8139-46,01-214,GUATEMALA,VILLA NUEVA,LICEO JAVIER VESPERTINO,"CALZADA AGUILAR BATRES, 38-51 ZONA 12",2324-5999,HECTOR RAUL ESCUN VIDES,ROBERTO WALDEMAR MIRANDA ROMÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),GUATEMALA SUR
01-15-8300-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO PRIVADO JUAN GERARDI,2ª. AVENIDA . 1-29 COLONIA BETANCOURT ZONA 4,6631-0390,JUAN ENRIQUE MARTINEZ SOLANO,ROSA GARCÍA SOCOP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-8359-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO EVANGÉLICO BET EL SHAMMA,5 CALLE 9-16 ZONA 1,6631-1470,DORA BEATRIZ BARRIOS CRUZ,REYNA ELIZABETH LOPEZ MEZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),GUATEMALA SUR
